slno,url,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
44,http://legislativebodiesinindia.gov.in/,22.0,1.0,0.045454545454545456,0,0,0,1.34765625,0.0,1,3,1,9.84364899796879,598
45,https://rajyasabhahindi.nic.in,224.0,0.022321428571428572,0.026785714285714284,1,0,304,296.9716796875,70.57504299586648,25,10,1,76.4093242148991,2287
46,http://mls.org.in/,143.0,0.15384615384615385,0.1048951048951049,0,142,57,207.783203125,94.78920900502891,21,18,1,58.58253291785598,2337
47,https://www.usa.gov/,428.0,0.04672897196261682,0.056074766355140186,0,25,92,1494.41796875,81.93733973563077,41,5,1,47.097273440238155,1806
48,https://www.gov.uk/,570.0,0.19824561403508772,0.06666666666666667,0,30,91,28.27734375,61.58654510291477,11,5,1,68.53043998023453,2664
49,http://english.gov.cn/,488.0,0.10860655737704918,0.1413934426229508,0,44,188,1799.4990234375,96.9266619887154,42,22,1,58.47258570229418,3144
50,http://government.ru/en/,628.0,0.041401273885350316,0.22452229299363058,0,18,75,670.658203125,83.52437699671206,15,9,1,31.01909767767095,2005
51,https://www.spectrumnews.org/,613.0,0.7797716150081566,0.33115823817292006,0,44,252,1018.7099609375,79.36067272582608,89,2,1,0.0,1
52,https://www.self.com/,712.0,0.03089887640449438,0.11235955056179775,0,6,78,1575.126953125,34.97907534734924,103,11,1,100.5930034901956,1847
53,https://cghs.gov.in/,2478.0,0.0,0.35714285714285715,2,4,161,3990.9716796875,95.51142654746859,235,22,1,71.80075230660353,3522
54,http://www.pci.nic.in/,1422.0,0.02461322081575246,0.14064697609001406,2,4,228,6814.9052734375,93.90734034127573,153,10,1,29.4200647383651,2572
55,https://khabarlahariya.org/,1273.0,0.4304791830322074,0.06284367635506677,1,23,311,157.7255859375,85.72790707753651,41,11,1,43.82148422344919,1647
56,https://bharatswasthya.net/,244.0,0.04918032786885246,0.02459016393442623,0,14,50,1301.58203125,95.74623730136102,64,20,1,47.94423505903875,2729
57,https://www.who.int/,219.0,0.0867579908675799,0.1324200913242009,1,31,560,3661.31640625,97.63036689544509,98,7,1,73.16106830899055,2352
58,https://www.health.com/,1115.0,0.7865470852017937,0.17399103139013453,0,0,354,597.5673828125,75.16934707611753,103,7,1,57.57520229602864,1549
59,https://www.worldhealthinnovationsummit.com/,596.0,0.06040268456375839,0.13590604026845637,4,54,69,2794.5205078125,60.147421589892886,177,15,1,41.38401792644887,1688
60,https://kidshealth.org/,108.0,0.09259259259259259,0.05555555555555555,0,10,62,868.4580078125,94.54605358590624,33,13,1,62.743467547436765,1905
62,http://oscars.mpaa.org/,291.0,0.21993127147766323,0.15463917525773196,0,100,47,4816.4384765625,98.9161670248354,46,4,1,39.269063085245904,1242
63,http://www.allindiaradio.gov.in,278.0,0.0,0.2949640287769784,2,213,103,1218.7421875,95.3653549061212,97,17,1,77.53169278346171,2692
64,https://www.cfsindia.org/,356.0,0.5,0.16292134831460675,0,7,51,2363.76953125,86.5390621772361,57,17,1,98.97891688172949,2727
65,http://kavitakosh.org/,6720.0,0.013839285714285714,0.0034226190476190476,1,12,2892,966.8212890625,59.559102042877704,36,16,1,66.11594710521537,2381
66,https://www.bhaskar.com/bollywood,3488.0,0.0690940366972477,0.06077981651376147,6,34,553,470.59765625,66.6462609879392,245,13,1,47.27202601334525,2535
67,https://www.inoxmovies.com/,366.0,0.00819672131147541,0.3333333333333333,12,1,163,264.4765625,79.24630018019083,89,13,1,84.53414505802735,2315
68,https://www.cartoonbrew.com/,629.0,0.36089030206677264,0.18441971383147854,0,27,90,856.142578125,67.03395727109925,70,6,1,34.587051518311625,2758
69,https://www.hollywoodawards.com/,168.0,0.8511904761904762,0.1130952380952381,0,4,36,3878.6904296875,98.32916181892296,64,4,1,16.26566083300444,2807
70,https://www.oscars.org/,180.0,0.03333333333333333,0.5166666666666667,0,2,54,12317.5478515625,67.09870453650467,29,3,1,2.0609435239087768,804
71,https://www.factcheck.org/,736.0,0.2595108695652174,0.09239130434782608,2,22,92,291.5107421875,86.94067475804587,78,7,1,51.18140011570843,2613
72,https://www.pbs.org/newshour/,1197.0,0.042606516290726815,0.09440267335004177,0,121,259,211.26953125,76.29148562447999,114,7,1,34.86922751340578,2089
73,http://www.pib.nic.in/,424.0,0.10141509433962265,0.20754716981132076,0,3,91,1537.60546875,92.27727010596325,97,9,1,30.608158331867152,1985
74,http://www.newsonair.nic.in/,771.0,0.08171206225680934,0.1893644617380026,3,25,140,3384.24609375,94.92533187436733,76,14,1,89.5212470194057,3042
75,https://aajtak.intoday.in/,2551.0,0.12191297530380243,0.08036064288514308,3,147,468,159.462890625,64.0143303325372,188,13,1,81.8643076407744,2936
76,https://www.dprmp.org/,579.0,0.0,0.17789291882556132,1,219,90,177.3876953125,65.23383522805472,38,9,1,43.76280277340622,2226
77,https://www.news18.com/,2809.0,0.11000355998576006,0.1505873976504094,1,17,402,447.3017578125,68.02005078192373,246,14,1,57.66286920034812,3498
78,https://www.independent.co.uk/,2106.0,0.17188983855650522,0.14245014245014245,0,68,689,1153.4736328125,55.17716950413874,129,10,1,30.690834516878247,3146
80,https://www.bbc.com,1426.0,0.3590462833099579,0.10518934081346423,0,33,293,1241.693359375,84.01038463413906,157,12,1,10.384228716138383,2357
81,https://solarsystem.nasa.gov/,455.0,0.15824175824175823,0.3648351648351648,0,21,206,5039.130859375,95.77327439356444,79,4,1,26.051380492979096,1377
82,http://vis.sciencemag.org/space-graveyard/,408.0,0.029411764705882353,0.09803921568627451,0,39,28,2549.9814453125,57.002980643624475,82,18,1,27.095024934916264,1927
83,http://www.kscste.kerala.gov.in/,580.0,0.032758620689655175,0.2,6,26,337,1913.25,64.20541781000915,64,15,1,38.42916485170123,2169
84,https://vigyanvishwa.in/,1549.0,0.10845706907682376,0.15881213686249193,2,44,248,109.052734375,55.403420793409154,107,10,1,28.191164071510457,2133
85,https://www.vigyanspace.in/,0.0,0.0,0.0,0,0,0,0.0,0.0,0,1,1,0.0,1
86,https://techsandesh.com/,1424.0,1.3665730337078652,0.13202247191011235,0,18,210,1018.2890625,58.965904818898125,138,17,1,50.587109681297086,3023
87,http://www.cstep.in/,112.0,0.3125,0.30357142857142855,1,8,36,1776.279296875,85.54606879944582,24,22,1,46.10048582995416,2707
88,https://www.thetech.org/,1126.0,0.04440497335701599,0.0763765541740675,0,11,227,3256.9755859375,95.78986568192128,79,8,1,26.498190935791445,2787
89,https://www.scienceeurope.org/,391.0,0.03836317135549872,0.08184143222506395,0,13,89,356.7216796875,61.92732757889089,31,12,1,73.79528273715603,2587
90,https://www.worldsciencefestival.com/,362.0,0.06353591160220995,0.2596685082872928,2,13,130,275.341796875,58.008157474729565,85,7,1,94.60768509430915,3022
91,https://www.theplayerstribune.com/global,357.0,0.047619047619047616,0.22408963585434175,0,11,51,437.400390625,32.64627214231812,83,4,1,0.0,689
92,https://www.bleacherreport.com/,1119.0,1.2403932082216265,0.08579088471849866,0,17,192,530.40234375,73.22823917574365,208,13,1,86.8229722157486,2537
93,http://www.sportsgoodsindia.org/,241.0,0.0,0.14937759336099585,0,166,47,254.3916015625,94.70742465364285,58,8,1,46.00394587763552,2613
94,http://sportsauthorityofindia.nic.in/,181.0,0.03867403314917127,0.35359116022099446,1,2,85,4934.75390625,59.08974690828839,84,8,1,35.9421390159833,1986
95,https://naidunia.jagran.com/sports,940.0,0.010638297872340425,0.2702127659574468,0,11,140,611.1259765625,93.34396517698345,76,8,1,43.31120307635386,2399
96,https://sportshindi.com/,923.0,0.7941495124593716,0.05308775731310943,0,11,146,1327.228515625,74.83426312761114,71,21,1,46.66149304745055,3360
97,https://www.foxsportsasia.com/,687.0,0.4774381368267831,0.3071324599708879,0,120,171,1848.1318359375,91.37785358631261,144,15,1,80.76902094814221,2778
98,http://www.espn.in/,1070.0,0.3102803738317757,0.10093457943925234,0,37,196,56.88671875,1.5793449151960448,117,8,1,24.173597376059337,2089
99,https://www.skysports.com,639.0,0.3536776212832551,0.057902973395931145,0,6,244,894.68359375,92.64022721021311,91,4,1,23.327720467098594,1425
100,https://www.uefa.com,920.0,0.2391304347826087,0.2597826086956522,0,3,197,331.78515625,93.71651930254188,89,9,1,33.610009059988364,2595
